PRECINCTID,COUNTYFIPS,MCDFIPS,WARD,PRECINCT,DISTRICTNO,intersection
WP-021-64480-00001,021,64480,00,001,37,1.0
WP-021-70100-00001,021,70100,00,001,37,1.0
WP-021-70100-00002,021,70100,00,002,37,1.0
WP-021-70960-00001,021,70960,00,001,38,1.0
WP-021-70960-00002,021,70960,00,002,38,1.0
WP-021-70960-00003,021,70960,00,003,38,1.0
WP-021-70980-00001,021,70980,00,001,38,1.0
WP-021-70980-00002,021,70980,00,002,38,1.0
WP-021-70980-00003,021,70980,00,003,38,1.0
WP-021-70980-00004,021,70980,00,004,38,1.0
WP-021-74440-00001,021,74440,00,001,37,1.0
WP-021-79740-00001,021,79740,00,001,37,1.0
WP-021-84500-00001,021,84500,00,001,39,1.0
WP-021-84520-00001,021,84520,00,001,39,1.0
WP-021-85120-00001,021,85120,00,001,37,1.0
WP-023-01120-00001,023,01120,00,001,35,1.0
WP-023-05800-00001,023,05800,00,001,35,1.0
WP-023-08060-00001,023,08060,00,001,35,1.0
WP-023-10860-00001,023,10860,00,001,35,1.0
WP-023-10880-00001,023,10880,00,001,35,1.0
WP-023-12140-00001,023,12140,00,001,35,1.0
WP-023-12560-00001,023,12560,00,001,35,1.0
WP-023-17020-01001,023,17020,01,001,35,1.0
WP-023-17020-02001,023,17020,02,001,35,1.0
WP-023-17020-04001,023,17020,04,001,35,1.0
WP-023-17040-00001,023,17040,00,001,35,1.0
WP-023-32120-00001,023,32120,00,001,35,1.0
WP-023-32280-00001,023,32280,00,001,35,1.0
WP-023-43260-00001,023,43260,00,001,35,1.0
WP-023-52400-00001,023,52400,00,001,35,1.0
WP-023-57860-00001,023,57860,00,001,35,1.0
WP-023-61840-00001,023,61840,00,001,35,1.0
WP-023-66660-00001,023,66660,00,001,35,1.0
WP-023-66660-00002,023,66660,00,002,35,1.0
WP-023-73440-00001,023,73440,00,001,35,1.0
WP-023-81280-00001,023,81280,00,001,35,1.0
WP-025-00980-00001,025,00980,00,001,44,1.0
WP-025-00980-00002,025,00980,00,002,44,1.0
WP-025-00980-00003,025,00980,00,003,44,1.0
WP-025-00980-00004,025,00980,00,004,44,1.0
WP-025-00980-00005,025,00980,00,005,44,1.0
WP-025-00980-00006,025,00980,00,006,44,1.0
WP-025-01000-00001,025,01000,00,001,45,1.0
WP-025-03900-00001,025,03900,00,001,45,1.0
WP-025-05920-01004,025,05920,01,004,44,1.0
WP-025-05920-01022,025,05920,01,022,44,1.0
WP-025-05920-01023,025,05920,01,023,44,1.0
WP-025-05920-02007,025,05920,02,007,44,1.0
WP-025-05920-02012,025,05920,02,012,44,1.0
WP-025-05920-02021,025,05920,02,021,44,1.0
WP-025-05920-03001,025,05920,03,001,44,1.0
WP-025-05920-03017,025,05920,03,017,44,1.0
WP-025-05920-03019,025,05920,03,019,44,1.0
WP-025-05920-04002,025,05920,04,002,44,1.0
WP-025-05920-04006,025,05920,04,006,44,1.0
WP-025-05920-04009,025,05920,04,009,44,1.0
WP-025-05920-04013,025,05920,04,013,44,1.0
WP-025-05920-05003,025,05920,05,003,44,1.0
WP-025-05920-05008,025,05920,05,008,44,1.0
WP-025-05920-05011,025,05920,05,011,44,1.0
WP-025-06720-00001,025,06720,00,001,44,1.0
WP-025-06720-00002,025,06720,00,002,44,1.0
WP-025-06720-00003,025,06720,00,003,44,1.0
WP-025-06720-00004,025,06720,00,004,44,1.0
WP-025-11820-00001,025,11820,00,001,45,1.0
WP-025-15960-00001,025,15960,00,001,44,1.0
WP-025-16020-00001,025,16020,00,001,45,1.0
WP-025-17880-00001,025,17880,00,001,44,1.0
WP-025-24700-00001,025,24700,00,001,45,1.0
WP-025-25935-00001,025,25935,00,001,45,1.0
WP-025-25935-00002,025,25935,00,002,45,1.0
WP-025-25935-00003,025,25935,00,003,45,1.0
WP-025-25935-00004,025,25935,00,004,45,1.0
WP-025-30500-00001,025,30500,00,001,45,1.0
WP-025-38940-00001,025,38940,00,001,45,1.0
WP-025-46620-00001,025,46620,00,001,44,1.0
WP-025-47060-00001,025,47060,00,001,45,1.0
WP-025-47060-00002,025,47060,00,002,45,1.0
WP-025-51520-00001,025,51520,00,001,45,1.0
WP-025-51940-00001,025,51940,00,001,45,1.0
WP-025-51940-00002,025,51940,00,002,45,1.0
WP-025-51960-00001,025,51960,00,001,45,1.0
WP-025-51960-00002,025,51960,00,002,45,1.0
WP-025-57620-00001,025,57620,00,001,45,1.0
WP-025-63440-00001,025,63440,00,001,44,1.0
WP-025-63440-00002,025,63440,00,002,44,1.0
WP-025-63440-00003,025,63440,00,003,44,1.0
WP-025-72980-00001,025,72980,00,001,44,1.0
WP-025-75700-00001,025,75700,00,001,44,1.0
WP-025-75700-00002,025,75700,00,002,44,1.0
WP-025-79180-00001,025,79180,00,001,45,1.0
WP-027-12620-00001,027,12620,00,001,36,1.0
WP-027-22880-00001,027,22880,00,001,37,1.0
WP-027-22880-00002,027,22880,00,002,37,1.0
WP-027-22880-00003,027,22880,00,003,37,1.0
WP-027-39480-00001,027,39480,00,001,37,1.0
WP-027-39480-00002,027,39480,00,002,37,1.0
WP-027-39480-00003,027,39480,00,003,37,1.0
WP-027-41600-00001,027,41600,00,001,36,1.0
WP-027-44140-00001,027,44140,00,001,36,1.0
WP-027-51480-00001,027,51480,00,001,36,1.0
WP-027-52140-00001,027,52140,00,001,36,1.0
WP-027-54460-00001,027,54460,00,001,37,1.0
WP-027-57120-00001,027,57120,00,001,36,1.0
WP-027-60900-00001,027,60900,00,001,36,1.0
WP-027-60900-00002,027,60900,00,002,36,1.0
WP-027-63380-00001,027,63380,00,001,36,1.0
WP-027-65300-00001,027,65300,00,001,37,1.0
WP-027-65720-00001,027,65720,00,001,36,1.0
WP-027-65720-00002,027,65720,00,002,36,1.0
WP-027-73940-00001,027,73940,00,001,37,1.0
WP-027-82580-00001,027,82580,00,001,36,1.0
WP-027-84920-00001,027,84920,00,001,37,1.0
WP-029-06000-00001,029,06000,00,001,107,1.0
WP-029-09820-00016,029,09820,00,016,107,1.0
WP-029-09860-00002,029,09860,00,002,107,1.0
WP-029-14560-00003,029,14560,00,003,107,1.0
WP-029-14780-01018,029,14780,01,018,107,1.0
WP-029-14780-02019,029,14780,02,019,107,1.0
WP-029-14780-03020,029,14780,03,020,107,1.0
WP-029-14800-00004,029,14800,00,004,107,1.0
WP-029-24020-00021,029,24020,00,021,107,1.0
WP-029-26580-00005,029,26580,00,005,107,1.0
WP-029-26680-00006,029,26680,00,006,107,1.0
WP-029-37320-00007,029,37320,00,007,107,1.0
WP-029-39700-00008,029,39700,00,008,107,1.0
WP-029-51620-00009,029,51620,00,009,107,1.0
WP-029-52880-00010,029,52880,00,010,107,1.0
WP-029-59340-00011,029,59340,00,011,107,1.0
WP-029-63140-00012,029,63140,00,012,107,1.0
WP-029-70920-00013,029,70920,00,013,107,1.0
WP-029-87700-00015,029,87700,00,015,107,1.0
WP-031-01720-00001,031,01720,00,001,106,1.0
WP-031-06500-00001,031,06500,00,001,106,1.0
WP-031-07420-00001,031,07420,00,001,106,1.0
WP-031-11980-00001,031,11980,00,001,106,1.0
WP-031-15000-00001,031,15000,00,001,106,1.0
WP-031-15000-00002,031,15000,00,002,106,1.0
WP-031-15000-00003,031,15000,00,003,106,1.0
WP-031-25400-00001,031,25400,00,001,106,1.0
WP-031-29400-00001,031,29400,00,001,106,1.0
WP-031-34200-00001,031,34200,00,001,106,1.0
WP-031-37480-00001,031,37480,00,001,106,1.0
WP-031-40820-00001,031,40820,00,001,106,1.0
WP-031-43820-00001,031,43820,00,001,106,1.0
WP-031-50300-00001,031,50300,00,001,107,1.0
WP-031-53100-00001,031,53100,00,001,106,1.0
WP-031-56100-00001,031,56100,00,001,106,1.0
WP-031-56280-00001,031,56280,00,001,106,1.0
WP-031-59500-00001,031,59500,00,001,106,1.0
WP-031-80880-00001,031,80880,00,001,106,1.0
WP-031-82940-00001,031,82940,00,001,106,1.0
WP-031-84760-00001,031,84760,00,001,106,1.0
WP-031-87640-00001,031,87640,00,001,106,1.0
WP-033-06070-00001,033,06070,00,001,108,1.0
WP-033-11280-00001,033,11280,00,001,107,1.0
WP-033-15560-00001,033,15560,00,001,108,1.0
WP-033-19540-00001,033,19540,00,001,108,1.0
WP-033-21770-00001,033,21770,00,001,107,1.0
WP-033-23080-00001,033,23080,00,001,107,1.0
WP-033-39860-00001,033,39860,00,001,108,1.0
WP-033-43480-00001,033,43480,00,001,108,1.0
WP-033-63980-00001,033,63980,00,001,107,1.0
WP-033-66760-00001,033,66760,00,001,107,1.0
WP-033-70220-00001,033,70220,00,001,108,1.0
WP-033-71740-00001,033,71740,00,001,107,0.9794272185723524
WP-033-71740-00002,033,71740,00,002,107,1.0
WP-033-71740-00003,033,71740,00,003,107,1.0
WP-033-74620-00001,033,74620,00,001,107,1.0
WP-033-77020-00001,033,77020,00,001,107,1.0
WP-033-77540-00001,033,77540,00,001,108,1.0
WP-033-80600-00001,033,80600,00,001,108,1.0
WP-033-86700-00001,033,86700,00,001,108,1.0
WP-035-03620-00001,035,03620,00,001,99,1.0
WP-035-15920-00001,035,15920,00,001,92,0.14114212554148303
WP-035-15920-00001,035,15920,00,001,100,0.8588578744585121
WP-035-30280-00001,035,30280,00,001,99,1.0
WP-035-30560-00001,035,30560,00,001,100,1.0
WP-035-30900-00001,035,30900,00,001,100,1.0
WP-035-31560-00001,035,31560,00,001,100,1.0
WP-035-34220-00001,035,34220,00,001,100,1.0
WP-035-35120-00001,035,35120,00,001,100,1.0
WP-035-36140-00001,035,36140,00,001,99,1.0
WP-035-36800-00001,035,36800,00,001,100,1.0
WP-035-37160-00001,035,37160,00,001,100,1.0
WP-035-37340-00001,035,37340,00,001,100,1.0
WP-035-37340-00002,035,37340,00,002,100,1.0
WP-035-47620-00001,035,47620,00,001,100,1.0
WP-035-67600-00001,035,67600,00,001,100,1.0
WP-035-73000-00001,035,73000,00,001,99,1.0
WP-035-77120-00001,035,77120,00,001,100,1.0
WP-035-77580-00001,035,77580,00,001,100,1.0
WP-035-87980-00001,035,87980,00,001,100,1.0
WP-037-05900-00001,037,05900,00,001,75,1.0
WP-037-05900-00002,037,05900,00,002,75,1.0
WP-037-05900-00003,037,05900,00,003,75,1.0
WP-037-05900-00004,037,05900,00,004,75,1.0
WP-037-05900-00005,037,05900,00,005,75,1.0
WP-037-07240-00001,037,07240,00,001,93,1.0
WP-037-08400-00001,037,08400,00,001,75,1.0
WP-037-19620-00001,037,19620,00,001,93,1.0
WP-037-22120-00001,037,22120,00,001,77,1.0
WP-037-22120-00002,037,22120,00,002,77,1.0
WP-037-22140-00002,037,22140,00,002,77,1.0
WP-037-22140-00003,037,22140,00,003,77,1.0
WP-037-22140-00004,037,22140,00,004,77,1.0
WP-037-22140-00005,037,22140,00,005,77,1.0
WP-037-22140-00006,037,22140,00,006,75,0.11616013373076742
WP-037-22140-00006,037,22140,00,006,77,0.8838398662692284
WP-037-22140-00007,037,22140,00,007,77,1.0
WP-037-23460-00001,037,23460,00,001,93,1.0
WP-037-23580-00001,037,23580,00,001,77,1.0
WP-037-24120-00017,037,24120,00,017,75,1.0
WP-037-26400-00001,037,26400,00,001,93,1.0
WP-037-34840-00001,037,34840,00,001,93,1.0
WP-037-46580-00001,037,46580,00,001,93,1.0
WP-037-60440-00001,037,60440,00,001,75,1.0
WP-037-61860-00001,037,61860,00,001,75,1.0
WP-037-61880-00001,037,61880,00,001,75,1.0
WP-037-68600-00001,037,68600,00,001,77,1.0
WP-037-70940-00001,037,70940,00,001,75,1.0
WP-037-70940-00002,037,70940,00,002,75,1.0
WP-037-70940-00003,037,70940,00,003,75,1.0
WP-037-82320-00001,037,82320,00,001,75,1.0
WP-037-84400-00001,037,84400,00,001,77,1.0
WP-037-84400-00002,037,84400,00,002,77,1.0
WP-037-86140-00001,037,86140,00,001,77,1.0
WP-039-06600-00001,039,06600,00,001,105,1.0
WP-039-30480-00001,039,30480,00,001,105,1.0
WP-039-34640-00001,039,34640,00,001,105,1.0
WP-039-34660-00302,039,34660,00,302,105,1.0
WP-039-34660-00304,039,34660,00,304,105,1.0
WP-039-34660-00305,039,34660,00,305,105,1.0
WP-039-34660-00306,039,34660,00,306,105,1.0
WP-039-49520-00001,039,49520,00,001,105,1.0
WP-039-50940-00501,039,50940,00,501,105,1.0
WP-039-74760-00001,039,74760,00,001,105,1.0
WP-041-04900-00001,041,04900,00,001,108,1.0
WP-041-05420-00001,041,05420,00,001,108,1.0
WP-041-06040-00001,041,06040,00,001,108,1.0
WP-041-09980-00001,041,09980,00,001,108,1.0
WP-041-18280-00001,041,18280,00,001,108,1.0
WP-041-26140-00001,041,26140,00,001,108,1.0
WP-041-26360-00001,041,26360,00,001,108,1.0
WP-041-26360-00002,041,26360,00,002,108,1.0
WP-041-26360-00003,041,26360,00,003,108,1.0
WP-041-26360-00004,041,26360,00,004,108,1.0
WP-041-26380-00001,041,26380,00,001,108,1.0
WP-041-26380-00002,041,26380,00,002,108,1.0
WP-041-26380-00003,041,26380,00,003,108,1.0
WP-041-26960-00001,041,26960,00,001,108,1.0
WP-041-29380-00001,041,29380,00,001,108,1.0
WP-041-31400-00001,041,31400,00,001,108,1.0
WP-041-32300-00001,041,32300,00,001,108,1.0
WP-041-32300-00002,041,32300,00,002,108,1.0
WP-041-51260-00001,041,51260,00,001,108,1.0
WP-041-52220-00001,041,52220,00,001,108,1.0
WP-041-56500-00001,041,56500,00,001,108,1.0
WP-041-85240-00002,041,85240,00,002,108,1.0
WP-043-10200-00001,043,10200,00,001,109,1.0
WP-043-10220-00001,043,10220,00,001,110,1.0
WP-043-10220-00002,043,10220,00,002,110,1.0
WP-043-10220-00003,043,10220,00,003,110,1.0
WP-043-27660-00001,043,27660,00,001,109,1.0
WP-043-40960-01003,043,40960,01,003,110,1.0
WP-043-40960-02002,043,40960,02,002,110,1.0
WP-043-40960-03002,043,40960,03,002,110,1.0
WP-043-43300-00001,043,43300,00,001,110,1.0
WP-043-43300-00002,043,43300,00,002,110,1.0
WP-043-59220-00001,043,59220,00,001,109,1.0
WP-043-59240-00001,043,59240,00,001,109,1.0
WP-043-70600-00001,043,70600,00,001,110,1.0
WP-043-70600-00002,043,70600,00,002,110,1.0
WP-043-84700-00001,043,84700,00,001,109,1.0
WP-043-85520-00001,043,85520,00,001,109,1.0
WP-045-07080-00001,045,07080,00,001,43,1.0
WP-045-07440-00001,045,07440,00,001,76,1.0
WP-045-10920-00001,045,10920,00,001,76,1.0
